5 793158 0
7 768317 0
7 784164 0
7 1596419 0
9 15780 0
13 3163 0
16 10827 0
26 741473 0
26 1434928 0
30 1370263 0
33 112134 0
35 719232 0
35 722629 0
35 784450 0
35 1339211 0
35 1378162 0
35 1387565 0
40 17549 0
40 116552 0
61 9262 0
61 10274 0
61 118536 0
61 123569 0
77 6731 0
77 119181 0
77 781224 0
77 2063198 0
101 10775 0
101 107288 0
103 778871 0
107 111027 0
107 122900 0
107 135877 0
107 150818 0
112 1387712 0
130 399410 0
130 606686 0
135 4935 0
135 10382 0
135 119666 0
142 269965 0
142 1273255 0
142 1378532 0
151 719387 0
153 426 0
153 18437 0
169 738213 0
169 795112 0
169 797443 0
169 904289 0
169 1423243 0
169 1590888 0
169 1932417 0
176 1657164 0
194 803579 0
200 1436189 0
200 1437020 0
203 523 0
203 2454 0
203 2594 0
203 5471 0
203 18508 0
203 24471 0
203 95584 0
204 282410 0
204 728757 0
204 1559118 0
211 117044 0
211 1383760 0
211 1419108 0
215 123488 0
215 812750 0
215 1588418 0
215 1616856 0
218 109630 0
218 1256969 0
218 1284769 0
218 2085010 0
219 1339392 0
238 827930 0
238 2080530 0
246 16789 0
246 113528 0
250 1433626 0
253 1546641 0
253 2077799 0
254 112611 0
254 114802 0
254 393781 0
254 1392927 0
254 2077058 0
266 102703 0
266 750402 0
266 761031 0
266 1437009 0
266 1515767 0
268 2092742 0
275 1327431 0
277 112303 0
277 1300774 0
281 701861 0
281 701863 0
291 154060 0
293 539193 0
307 350322 0
314 578349 0
322 879058 0
322 2027553 0
336 4548 0
336 113330 0
358 9658 0
358 118867 0
358 121742 0
373 592696 0
373 599986 0
383 16734 0
383 32420 0
383 116988 0
399 6302 0
404 2052231 0
404 2100784 0
405 278875 0
407 4075 0
407 112910 0
407 120677 0
407 757376 0
407 1590507 0
407 1671751 0
407 2044289 0
407 2130336 0
414 117015 0
414 737839 0
414 1385987 0
423 704967 0
423 1382002 0
423 1553592 0
423 1563703 0
423 2071718 0
425 122361 0
425 705474 0
425 1619380 0
425 1646186 0
425 2028520 0
426 18437 0
441 4973 0
441 11321 0
441 116674 0
441 357372 0
441 750062 0
441 1323585 0
441 1550862 0
441 1573544 0
441 2080203 0
441 2087926 0
447 783049 0
447 1397971 0
447 2094391 0
464 1409 0
464 17518 0
464 19250 0
464 95667 0
464 119358 0
478 2096232 0
479 1992403 0
481 8980 0
487 2671 0
489 1564146 0
489 2071226 0
489 2095991 0
491 773458 0
497 273330 0
497 396794 0
497 1431506 0
500 107945 0
500 110575 0
500 2097151 0
503 92646 0
503 111518 0
508 2050 0
508 2107088 0
509 6259 0
509 93070 0
523 2454 0
523 2594 0
523 5471 0
523 91926 0
523 92381 0
523 95584 0
568 731515 0
682 588097 0
762 732034 0
773 732216 0
778 1552070 0
778 1552179 0
797 2108263 0
803 735001 0
803 1434444 0
803 1434617 0
817 125004 0
817 1434481 0
832 124989 0
832 125004 0
832 732736 0
832 732881 0
832 1434478 0
832 1434481 0
832 1434509 0
870 734176 0
884 588255 0
895 960 0
895 966 0
895 1044 0
895 588270 0
917 8303 0
917 1301892 0
919 608188 0
919 699736 0
919 710718 0
919 1380163 0
923 350908 0
931 399092 0
957 1434983 0
957 1435291 0
957 1553403 0
960 966 0
960 1044 0
960 588270 0
966 1044 0
966 588270 0
980 987 0
980 1552973 0
984 590947 0
988 1552986 0
996 1435268 0
1010 7065 0
1021 106794 0
1023 733926 0
1029 90541 0
1044 588270 0
1045 1130 0
1045 732708 0
1045 734091 0
1045 1434484 0
1045 1434840 0
1047 96880 0
1047 602280 0
1047 605350 0
1048 1058 0
1048 27847 0
1048 111243 0
1048 121173 0
1048 596040 0
1048 702655 0
1056 9706 0
1057 122547 0
1058 27847 0
1058 111243 0
1058 121173 0
1058 596040 0
1065 121978 0
1066 1434853 0
1076 734206 0
1076 1434864 0
1076 1434865 0
1086 1434875 0
1090 733901 0
1105 14487 0
1105 31385 0
1118 351026 0
1130 1434915 0
1137 281626 0
1137 1552983 0
1142 2021422 0
1155 19270 0
1166 1993938 0
1174 1175 0
1180 351091 0
1187 351095 0
1200 401066 0
1205 1518435 0
1224 1225 0
1255 734903 0
1255 772706 0
1255 1399052 0
1255 1562269 0
1273 1430438 0
1283 580065 0
1286 125188 0
1304 1964 0
1304 7566 0
1304 605756 0
1324 9375 0
1344 3313 0
1354 351220 0
1365 125817 0
1365 588681 0
1368 735304 0
1387 4987 0
1387 116036 0
1388 1435286 0
1395 1435298 0
1399 1516959 0
1399 1986730 0
1409 17518 0
1409 19250 0
1409 95667 0
1409 119358 0
1417 1547937 0
1419 11836 0
1419 14231 0
1419 14238 0
1419 91218 0
1419 103051 0
1419 104066 0
1419 110903 0
1419 723852 0
1419 1303624 0
1419 1334861 0
1419 1374204 0
1419 2077648 0
1419 2095803 0
1419 2105029 0
1426 2614 0
1426 119653 0
1426 121113 0
1426 122918 0
1426 1315708 0
1426 1396143 0
1426 2060305 0
1440 2114959 0
1440 2121062 0
1440 2175725 0
1443 119842 0
1443 601149 0
1443 785027 0
1443 2097212 0
1452 1554447 0
1463 1404308 0
1470 2324 0
1470 5026 0
1470 115686 0
1470 122423 0
1470 122978 0
1473 1435389 0
1486 1435375 0
1489 2108767 0
1492 1554 0
1500 1554654 0
1512 105578 0
1514 590782 0
1514 591135 0
1518 11338 0
1518 1346711 0
1521 2094423 0
1536 752901 0
1556 99377 0
1556 748134 0
1556 786062 0
1556 808928 0
1556 871180 0
1556 1509060 0
1556 1598554 0
1556 1602715 0
1556 1688960 0
1556 2024308 0
1576 737071 0
1588 123314 0
1590 8521 0
1590 28385 0
1590 111271 0
1590 111747 0
1590 118216 0
1591 4378 0
1598 753958 0
1611 888968 0
1611 1440993 0
1618 1887 0
1623 11249 0
1623 104337 0
1623 119560 0
1623 594337 0
1623 599723 0
1632 9279 0
1632 34461 0
1641 2863 0
1643 595341 0
1643 606272 0
1647 7090 0
1655 105971 0
1655 107655 0
1668 113196 0
1669 725467 0
1686 715230 0
1712 110924 0
1712 1390638 0
1712 2003903 0
1714 18872 0
1714 861942 0
1714 1595006 0
1714 2062837 0
1727 351499 0
1727 1569700 0
1727 1582014 0
1727 1614464 0
1727 1679575 0
1727 2093964 0
1737 15108 0
1739 562188 0
1740 18952 0
1740 830842 0
1750 1567608 0
1754 1318185 0
1771 119945 0
1772 5523 0
1772 114559 0
1777 1623994 0
